期号,开奖日期,红球,蓝球,排序红球,排序蓝球,出球顺序,销售额,奖池金额,星期
2011141,2011/12/1,02 04 06 19 24 29,11,02 04 06 19 24 29,11,02 29 19 06 04 24,353185652,529318827,星期四
2011140,2011/11/29,04 18 20 22 27 29,6,04 18 20 22 27 29,6,04 18 27 29 20 22,349582200,535872860,星期二
2011139,2011/11/27,08 20 24 27 30 31,3,08 20 24 27 30 31,3,27 08 30 24 20 31,387797344,515047152,星期日
2011138,2011/11/24,01 05 15 24 28 32,7,01 05 15 24 28 32,7,28 15 32 01 05 24,348154674,487856614,星期四
2011137,2011/11/22,02 11 18 23 30 33,13,02 11 18 23 30 33,13,30 11 18 02 33 23,340607254,473896000,星期二
2011136,2011/11/20,02 04 06 20 22 31,7,02 04 06 20 22 31,7,06 02 31 22 20 04,375968636,464288592,星期日
2011135,2011/11/17,12 13 17 20 25 26,12,12 13 17 20 25 26,12,17 20 25 12 26 13,335103670,432986892,星期四
2011134,2011/11/15,01 02 06 07 30 31,10,01 02 06 07 30 31,10,07 06 30 31 02 01,337761116,402269556,星期二
2011133,2011/11/13,12 14 20 21 25 31,16,12 14 20 21 25 31,16,14 21 20 25 31 12,376474284,425517897,星期日
2011132,2011/11/10,02 05 12 13 25 33,7,02 05 12 13 25 33,7,25 05 12 13 02 33,340242582,397089600,星期四
2011131,2011/11/8,02 07 09 17 21 25,1,02 07 09 17 21 25,1,17 21 02 07 09 25,329212830,418231870,星期二
2011130,2011/11/6,07 14 18 23 25 32,15,07 14 18 23 25 32,15,32 18 23 14 25 07,368707538,393717483,星期日
2011129,2011/11/3,07 10 11 21 23 26,6,07 10 11 21 23 26,6,23 26 10 21 11 07,336342794,357463184,星期四
2011128,2011/11/1,09 11 14 17 19 23,12,09 11 14 17 19 23,12,19 23 14 09 11 17,330310278,361081322,星期二
2011127,2011/10/30,16 19 22 23 27 29,11,16 19 22 23 27 29,11,23 22 16 19 29 27,366718126,365563744,星期日
2011126,2011/10/27,03 07 13 18 23 26,16,03 07 13 18 23 26,16,26 13 18 07 03 23,329809254,369375226,星期四
2011125,2011/10/25,03 10 15 24 27 32,8,03 10 15 24 27 32,8,15 32 24 27 03 10,322501850,312999380,星期二
2011124,2011/10/23,09 18 19 26 31 32,16,09 18 19 26 31 32,16,19 09 31 26 18 32,356985192,344665993,星期日
2011123,2011/10/20,01 04 05 14 19 28,16,01 04 05 14 19 28,16,19 14 04 28 05 01,329433846,326523090,星期四
2011122,2011/10/18,10 12 18 26 27 31,3,10 12 18 26 27 31,3,27 31 12 18 26 10,307852112,280128023,星期二
2011121,2011/10/16,04 14 22 25 32 33,2,04 14 22 25 32 33,2,14 04 22 33 32 25,342602202,279660224,星期日
2011120,2011/10/13,04 14 17 28 30 33,7,04 14 17 28 30 33,7,30 28 17 14 33 04,307300204,228388853,星期四
2011119,2011/10/11,09 12 14 19 28 32,1,09 12 14 19 28 32,1,12 09 32 14 19 28,310270074,274874502,星期二
2011118,2011/10/9,05 06 11 14 20 21,10,05 06 11 14 20 21,10,06 14 11 21 05 20,346558714,235158912,星期日
2011117,2011/10/6,08 10 19 26 28 30,4,08 10 19 26 28 30,4,08 19 26 10 30 28,284670324,224765796,星期四
2011116,2011/10/4,01 07 11 12 17 27,5,01 07 11 12 17 27,5,27 12 01 07 17 11,270660014,202031320,星期二
2011115,2011/10/2,07 08 09 12 17 33,16,07 08 09 12 17 33,16,17 33 09 07 12 08,306169962,270556202,星期日
2011114,2011/9/29,01 14 15 16 30 32,9,01 14 15 16 30 32,9,14 16 15 30 32 01,297745236,227233590,星期四
2011113,2011/9/27,06 10 11 25 32 33,5,06 10 11 25 32 33,5,33 25 06 11 32 10,301463604,231536104,星期二
2011112,2011/9/25,03 05 16 18 23 24,15,03 05 16 18 23 24,15,03 05 16 18 23 24,335373070,211883612,星期日
2011111,2011/9/22,01 03 05 20 25 27,4,01 03 05 20 25 27,4,01 05 03 20 25 27,301379048,173682690,星期四
2011110,2011/9/20,12 14 21 26 28 33,12,12 14 21 26 28 33,12,33 26 21 28 12 14,291747572,157335982,星期二
2011109,2011/9/18,01 03 09 15 16 33,15,01 03 09 15 16 33,15,16 33 01 03 15 09,319837948,105894980,星期日
2011108,2011/9/15,02 17 22 26 29 33,10,02 17 22 26 29 33,10,02 22 26 17 29 33,282794584,52705268,星期四
2011107,2011/9/13,04 09 16 17 22 29,15,04 09 16 17 22 29,15,04 22 16 17 09 29,287460888,30000000,星期二
2011106,2011/9/11,02 11 12 14 24 32,14,02 11 12 14 24 32,14,02 11 12 14 24 32,313930786,139653840,星期日
2011105,2011/9/8,04 06 23 25 27 28,1,04 06 23 25 27 28,1,04 06 23 28 27 25,292666602,99084564,星期四
2011104,2011/9/6,09 10 16 20 25 29,9,09 10 16 20 25 29,9,09 10 29 20 16 25,300386562,68235192,星期二
2011103,2011/9/4,04 05 10 13 15 16,12,04 05 10 13 15 16,12,05 15 10 16 04 13,334043508,159791712,星期日
2011102,2011/9/1,01 05 13 21 27 31,11,01 05 13 21 27 31,11,21 05 31 13 01 27,303886824,162643920,星期四
2011101,2011/8/30,06 10 19 23 29 31,6,06 10 19 23 29 31,6,10 23 29 06 31 19,295906364,195519685,星期二
2011100,2011/8/28,07 11 21 23 31 32,5,07 11 21 23 31 32,5,23 21 07 31 11 32,323046340,180675360,星期日
2011099,2011/8/25,10 12 13 21 26 27,14,10 12 13 21 26 27,14,26 21 27 12 10 13,287051218,156506688,星期四
2011098,2011/8/23,03 07 20 21 22 32,5,03 07 20 21 22 32,5,21 03 07 22 32 20,283485974,123500432,星期二
2011097,2011/8/21,09 17 19 20 21 26,16,09 17 19 20 21 26,16,26 20 09 17 21 19,323418670,70941649,星期日
2011096,2011/8/18,01 04 07 13 14 19,15,01 04 07 13 14 19,15,14 13 04 19 01 07,288032952,116162472,星期四
2011095,2011/8/16,03 07 08 10 23 24,5,03 07 08 10 23 24,5,07 03 10 24 08 23,293229282,74232601,星期二
2011094,2011/8/14,09 11 12 17 18 19,5,09 11 12 17 18 19,5,11 09 12 19 18 17,329858052,133004802,星期日
2011093,2011/8/11,04 07 11 13 23 30,9,04 07 11 13 23 30,9,23 13 11 04 30 07,300330150,168782368,星期四
2011092,2011/8/9,05 10 17 26 31 32,4,05 10 17 26 31 32,4,17 32 31 05 10 26,296160020,220195756,星期二
2011091,2011/8/7,09 15 21 23 28 30,3,09 15 21 23 28 30,3,28 21 09 30 23 15,330377834,192643284,星期日
2011090,2011/8/4,02 05 14 18 21 25,16,02 05 14 18 21 25,16,25 18 05 02 21 14,302158754,167944280,星期四
2011089,2011/8/2,01 02 11 24 29 30,12,01 02 11 24 29 30,12,24 11 29 30 02 01,299010020,124360665,星期二
2011088,2011/7/31,03 09 17 20 21 29,4,03 09 17 20 21 29,4,20 17 09 03 29 21,327675114,142697808,星期日
2011087,2011/7/28,02 03 04 05 18 28,1,02 03 04 05 18 28,1,05 18 04 03 02 28,296896504,136827640,星期四
2011086,2011/7/26,06 07 09 12 17 24,9,06 07 09 12 17 24,9,12 24 06 17 09 07,334074814,142227111,星期二
2011085,2011/7/24,03 06 11 21 24 31,10,03 06 11 21 24 31,10,03 24 11 06 31 21,371696466,667439560,星期日
2011084,2011/7/21,09 10 12 16 18 32,15,09 10 12 16 18 32,15,32 12 16 18 10 09,348473896,674781990,星期四
2011083,2011/7/19,07 16 18 24 28 29,6,07 16 18 24 28 29,6,07 28 29 16 18 24,346077740,650346305,星期二
2011082,2011/7/17,07 16 17 20 25 26,4,07 16 17 20 25 26,4,26 25 20 16 07 17,388800864,642174720,星期日
2011081,2011/7/14,06 14 19 23 25 32,12,06 14 19 23 25 32,12,23 25 32 14 19 06,347690264,675559532,星期四
2011080,2011/7/12,02 07 09 25 31 32,9,02 07 09 25 31 32,9,07 32 31 02 09 25,348447154,650897000,星期二
2011079,2011/7/10,03 14 15 16 24 29,5,03 14 15 16 24 29,5,15 29 16 03 24 14,391447400,649417535,星期日
2011078,2011/7/7,03 05 13 20 22 29,9,03 05 13 20 22 29,9,05 13 20 22 29 03,365761038,624766272,星期四
2011077,2011/7/5,01 07 08 15 26 29,10,01 07 08 15 26 29,10,07 26 15 29 01 08,366916974,650114820,星期二
2011076,2011/7/3,06 19 21 26 32 33,13,06 19 21 26 32 33,13,33 26 32 19 06 21,382839880,653956218,星期日
2011075,2011/6/30,07 09 10 12 31 32,13,07 09 10 12 31 32,13,09 32 12 31 07 10,343341640,588128854,星期四
2011074,2011/6/28,02 21 26 28 29 32,1,02 21 26 28 29 32,1,26 32 21 28 29 02,344333482,544684626,星期二
2011073,2011/6/26,03 04 05 12 17 21,14,03 04 05 12 17 21,14,21 05 04 12 03 17,362922526,523214664,星期日
2011072,2011/6/23,01 06 10 11 18 27,12,01 06 10 11 18 27,12,18 10 06 01 27 11,313897806,499808730,星期四
2011071,2011/6/21,01 02 15 22 28 30,2,01 02 15 22 28 30,2,28 15 30 02 01 22,310534104,475028862,星期二
2011070,2011/6/19,01 03 05 12 21 28,12,01 03 05 12 21 28,12,21 12 03 01 05 28,342264942,438124428,星期日
2011069,2011/6/16,02 13 16 18 24 30,12,02 13 16 18 24 30,12,30 24 02 18 13 16,308628372,432770570,星期四
